DIRE,LINEA,STOP_ID
"SCALABRINI ORTIZ, RAUL AV. 1062",57,1004021
LIBERTAD 1192,60,1001859
"BEIRO, FRANCISCO AV. 2910",80,1003462
"CABRERA, JOSE A. 4240",140,1001783
FERNANDEZ DE ENCISO 4402,107,1005508
FERNANDEZ DE ENCISO 4402,114,1005508
SANTA FE AV. y TALCAHUANO sobre el metrobus,106,4719
SANTA FE AV. y TALCAHUANO sobre el metrobus,150,4719
SANTA FE AV. y TALCAHUANO sobre el metrobus,39,4719
"GURRUCHAGA y RAMIREZ DE VELASCO, JUAN sobre el metrobus",127,4718
MAIPU y SANTA FE AV. sobre el metrobus,45,4771
9 DE JULIO AV. y SANTA FE AV. sobre el metrobus,100,20311
9 DE JULIO AV. y SANTA FE AV. sobre el metrobus,67,20311
9 DE JULIO AV. y SANTA FE AV. sobre el metrobus,70,20311
"SCALABRINI ORTIZ, RAUL AV. 889",110,1004019
"SCALABRINI ORTIZ, RAUL AV. 889",57,1004019
"DELLA PAOLERA, CARLOS M. y MADERO, EDUARDO AV. sobre el metrobus",126,4742
"DELLA PAOLERA, CARLOS M. y MADERO, EDUARDO AV. sobre el metrobus",129,4742
"DELLA PAOLERA, CARLOS M. y MADERO, EDUARDO AV. sobre el metrobus",20,4742
"DELLA PAOLERA, CARLOS M. y MADERO, EDUARDO AV. sobre el metrobus",33,4742
"GARCIA, JUAN AGUSTIN y WARNES AV. sobre el metrobus",44,4850
"CABRERA, JOSE A. 3806",106,1000134
"CABRERA, JOSE A. 3806",109,1000134
"CABRERA, JOSE A. 3806",151,1000134
"CABRERA, JOSE A. 3210",106,1000198
"CABRERA, JOSE A. 3218",140,1000199
"CABRERA, JOSE A. 2904",140,1000196
"CABRERA, JOSE A. 2914",106,1000197
THAMES 306,55,1003965
CORRIENTES AV. 5514,65,1003637
CORRIENTES AV. 5514,76,1003637
"LAMARCA, EMILIO y NUEVA YORK sobre el metrobus",108,4858
NAZARRE y SAN MARTIN AV. sobre el metrobus,105,20667
NAZARRE y SAN MARTIN AV. sobre el metrobus,146,20667
NAZARRE y SAN MARTIN AV. sobre el metrobus,57,20667
NAZARRE y SAN MARTIN AV. sobre el metrobus,78,20667
PARAGUAY 2512,111,1000193
PUEYRREDON AV. 1087,132,1000961
GASCON 1089,109,1002589
GASCON 1089,36,1002589
CORDOBA AV. 2663,140,1000477
CORDOBA AV. 2685,188,1000473
CORDOBA AV. 2685,29,1000473
"BEIRO, FRANCISCO AV. 3306",146,1005381
"BEIRO, FRANCISCO AV. 3306",80,1005381
CORDOBA AV. 427,5,1001494
CORDOBA AV. 435,26,1001579
CORDOBA AV. 451,9,1001496
CORDOBA AV. 475,45,1001580
CORDOBA AV. 547,109,1001499
CORDOBA AV. 549,140,1001581
CORDOBA AV. 923,132,1001528
ASUNCION 3825,105,1005452
ASUNCION 3825,108,1005452
URUGUAY AV. 782,102,1001713
URUGUAY AV. 782,26,1001713
CHORROARIN y SAN MARTIN AV. sobre el metrobus,105,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,113,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,133,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,146,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,47,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,57,5170
CHORROARIN y SAN MARTIN AV. sobre el metrobus,78,5170
"BEIRO, FRANCISCO AV. 3491",146,1005416
"BEIRO, FRANCISCO AV. 3491",80,1005416
LIBERTAD 743,5,1001685
LIBERTAD 743,75,1001685
NUEVA YORK nan,105,1005429
NUEVA YORK nan,107,1005429
NUEVA YORK nan,108,1005429
CALLAO AV. 769,12,1002344
"ALEM, LEANDRO N. AV. 628",33,1001433
"ALEM, LEANDRO N. AV. 628",152,1001434
"ALEM, LEANDRO N. AV. 628",61,1001434
"ALEM, LEANDRO N. AV. 628",7,1001434
NUEVA YORK 4064,114,1005472
BIARRITZ y SAN MARTIN AV. sobre el metrobus,24,20675
9 DE JULIO AV. y VIAMONTE sobre el metrobus,10,20307
9 DE JULIO AV. y VIAMONTE sobre el metrobus,45,20307
9 DE JULIO AV. y VIAMONTE sobre el metrobus,70,20307
ASUNCION nan,105,1005455
ASUNCION nan,108,1005455
GASCON 883,109,1002587
GASCON 883,36,1002587
"CUCHA CUCHA y SEGUI, F. J., ALTE. sobre el metrobus",47,5285
RIOBAMBA y VIAMONTE sobre el metrobus,75,5300
RIOBAMBA y VIAMONTE sobre el metrobus,99,5300
"MADERO, EDUARDO AV. sobre el metrobus",20,14794
VIAMONTE 2100,75,1000432
TUCUMAN 929,180,1001217
"ARTIGAS, JOSE GERVASIO, GRAL. y EMPEDRADO sobre el metrobus",113,5373
PUEYRREDON AV. 747,188,1001126
PUEYRREDON AV. 747,64,1001126
PUNTA ARENAS 1846,113,1004284
PUNTA ARENAS 1846,133,1004284
MALABIA 10,110,1003950
MALABIA 10,24,1003950
MALABIA 10,76,1003950
RIOBAMBA 618,12,1001265
CORRIENTES AV. 4774,71,1003654
CORRIENTES AV. 4774,92,1003654
URUGUAY AV. 586,102,1002381
URUGUAY AV. 586,23,1002381
PARANA 541,102,1002388
CORRIENTES AV. 4284,127,1002518
CORRIENTES AV. 4284,92,1002518
CORRIENTES AV. y GASCON sobre el metrobus,71,5583
"GUTIERREZ, RICARDO y PAZ, GRAL. AV. sobre el metrobus",117,130
"GUTIERREZ, RICARDO y PAZ, GRAL. AV. sobre el metrobus",21,130
"GUTIERREZ, RICARDO y PAZ, GRAL. AV. sobre el metrobus",28,130
"CARRIL, SALVADOR MARIA DEL AV. y GUTIERREZ, RICARDO sobre el metrobus",25,5609
LAVALLE 1759,124,1001879
LAVALLE 1759,180,1001879
"ALVAREZ, DONATO, TTE. GRAL. AV. 2085",44,1004232
CORRIENTES AV. 3928,24,1002000
CORRIENTES AV. 3928,26,1002000
LAVALLE 2469,124,1000404
LAVALLE 2469,180,1000404
LAVALLE 2479,24,1000406
LAVALLE 2479,26,1000406
GUALEGUAYCHU 3502,134,1005015
BRAVARD y WARNES AV. sobre el metrobus,55,5678
CHIVILCOY AV. 3312,114,1005012
NAZCA AV. 2795,124,1004063
NAZCA AV. 2795,84,1004063
NAZCA AV. 2791,110,1004064
NAZCA AV. 2791,134,1004064
"SALGUERO, JERONIMO 585",128,1002560
"SALGUERO, JERONIMO 585",151,1002560
"SALGUERO, JERONIMO 595",127,1002561
"SALGUERO, JERONIMO 595",19,1002561
"SALGUERO, JERONIMO 595",90,1002561
PUEYRREDON AV. 573,132,1001128
SAN MARTIN AV. 2422,109,1003989
NOGOYA 3206,47,1004574
SARMIENTO 4595,71,1002060
"CORRIENTES AV. y JAURES, JEAN sobre el metrobus",124,5762
"CORRIENTES AV. y JAURES, JEAN sobre el metrobus",24,5762
PATRICIAS ARGENTINAS AV. nan,15,1003422
PATRICIAS ARGENTINAS AV. nan,65,1003422
CALLAO AV. y CORRIENTES AV. sobre el metrobus,37,5799
SAN MARTIN AV. 2165,105,1003920
SAN MARTIN AV. 2165,57,1003920
SAN MARTIN AV. 2163,135,1003921
SAN MARTIN AV. 2163,146,1003921
"SAENZ PEÑA, ROQUE, PRES. AV. 926",24,1000967
"SAENZ PEÑA, ROQUE, PRES. AV. 938",29,1000969
"SAENZ PEÑA, ROQUE, PRES. AV. 938",91,1000969
CORRIENTES AV. 2504,146,1000363
CORRIENTES AV. 2504,24,1000363
CORRIENTES AV. 2504,26,1000363
"CARRIL, SALVADOR MARIA DEL AV. 4708",107,1005005
ANTEZANA y OLAYA sobre el metrobus,42,5860
CALLAO AV. 361,50,1001805
PUEYRREDON AV. 438,101,1002904
PUEYRREDON AV. 438,188,1002904
"BEIRO, FRANCISCO AV. 4265",146,1004986
"BEIRO, FRANCISCO AV. 4265",80,1004986
MEDRANO AV. 468,151,1002571
MEDRANO AV. 468,19,1002571
MEDRANO AV. 468,90,1002571
NAZCA AV. 2624,124,1004065
NAZCA AV. 2624,84,1004065
ALVAREZ JONTE 2231,133,1004092
ALVAREZ JONTE 2231,63,1004092
"GOMEZ, VALENTIN y PUEYRREDON AV. sobre el metrobus",188,5946
"GOMEZ, VALENTIN y PUEYRREDON AV. sobre el metrobus",41,5946
CALLAO AV. y SARMIENTO sobre el metrobus,12,5957
SARMIENTO 3591,124,1002073
SARMIENTO 3591,180,1002073
SARMIENTO 3591,24,1002073
CAMARONES y TERRERO sobre el metrobus,47,6015
LASTRA AV. 4089,25,1005002
PUEYRREDON AV. y SARMIENTO sobre el metrobus,101,6073
PUEYRREDON AV. y SARMIENTO sobre el metrobus,118,6073
PUEYRREDON AV. y SARMIENTO sobre el metrobus,132,6073
PUEYRREDON AV. y SARMIENTO sobre el metrobus,168,6073
PUEYRREDON AV. y SARMIENTO sobre el metrobus,75,6073
"GALLARDO, ANGEL AV. y OLAYA sobre el metrobus",42,6079
MERCEDES 3093,134,1004601
SAN MARTIN AV. 1358,105,1003593
SAN MARTIN AV. 1358,146,1003593
POTOSI 3895,146,1002537
POTOSI 4111,105,1002536
POTOSI 4111,146,1002536
"SAENZ PEÑA, ROQUE, PRES. AV. 567",146,1000955
"SAENZ PEÑA, ROQUE, PRES. AV. 567",50,1000955
"SAENZ PEÑA, ROQUE, PRES. AV. 567",111,1000959
"PERON, JUAN DOMINGO, TTE. GENERAL 3359",146,1000375
"MITRE, BARTOLOME 1608",5,1001811
"MITRE, BARTOLOME 1608",7,1001811
BULNES 210,180,1002552
URUGUAY 36,23,1002114
"MITRE, BARTOLOME 2310",5,1000386
"MITRE, BARTOLOME 2310",7,1000386
DIAZ VELEZ AV. 4314,105,1002545
DIAZ VELEZ AV. 4314,146,1002545
LASCANO 3206,109,1003767
LASCANO 3206,135,1003767
FRANKLIN 806,106,1003684
"MITRE, BARTOLOME y PUEYRREDON AV. sobre el metrobus",118,6451
"MITRE, BARTOLOME y PUEYRREDON AV. sobre el metrobus",132,6451
"MITRE, BARTOLOME y PUEYRREDON AV. sobre el metrobus",188,6451
"MITRE, BARTOLOME y PUEYRREDON AV. sobre el metrobus",41,6451
"MITRE, BARTOLOME y PUEYRREDON AV. sobre el metrobus",64,6451
BERMUDEZ 3487,107,1004995
RIVADAVIA AV. 2241,7,1000297
RIVADAVIA AV. 2251,8,1000298
RIVADAVIA AV. 2251,86,1000298
RIVADAVIA AV. 2283,5,1000304
RIVADAVIA AV. 2283,95,1000304
"YRIGOYEN, HIPOLITO 1316",56,1000868
"YRIGOYEN, HIPOLITO 1316",64,1000868
"YRIGOYEN, HIPOLITO 1316",8,1000868
"YRIGOYEN, HIPOLITO 1316",86,1000868
RIVADAVIA AV. 2751,105,1000330
RIVADAVIA AV. 2751,5,1000330
MISIONES y RIVADAVIA AV. sobre el metrobus,64,6551
MISIONES y RIVADAVIA AV. sobre el metrobus,90,6551
GAONA AV. 1693,124,1003721
GAONA AV. 1693,76,1003721
"LAMARCA, EMILIO 2314",109,1004396
"PAZ, GRAL. AV. COLECTORA nan",117,1005814
"PAZ, GRAL. AV. COLECTORA nan",124,1005814
SANTIAGO DEL ESTERO 189,39,1001849
"MOREAU DE JUSTO, ALICIA AV. nan",4,1000050
RIVADAVIA AV. 3667,103,1001273
RIVADAVIA AV. 3667,90,1001273
MAZA y RIVADAVIA AV. sobre el metrobus,19,6698
"URQUIZA, GRAL. 65",41,1002943
"URQUIZA, GRAL. 65",7,1002943
RIVADAVIA AV. 3879,132,1001367
"BOYACA y JUSTO, JUAN B. AV. sobre el metrobus",110,20280
"BOYACA y JUSTO, JUAN B. AV. sobre el metrobus",166,20280
"BOYACA y JUSTO, JUAN B. AV. sobre el metrobus",34,20280
COMBATE DE LOS POZOS 181,12,1001244
COMBATE DE LOS POZOS 181,37,1001244
"ALSINA, ADOLFO 1816",168,1001077
"PUEYRREDON, HONORIO, DR. AV. 724",92,1003681
GAVILAN 1606,113,1004103
"PAZ, GRAL. AV. COLECTORA 8330",21,1004532
"PAZ, GRAL. AV. COLECTORA 8330",28,1004532
FRANKLIN 1222,106,1003715
FRANKLIN 1222,124,1003715
FRANKLIN 1222,99,1003715
"DEALESSI, PIERINA y VILLAFLOR, AZUCENA sobre el metrobus",2,144
BELGRANO AV. nan,103,1001114
BELGRANO AV. y PASEO COLON AV. sobre el metrobus,74,6887
"ALSINA, ADOLFO y MISIONES sobre el metrobus",168,6889
BALCARCE y BELGRANO AV. sobre el metrobus,86,6901
NOGOYA 4508,109,1004404
LASCANO 3818,135,1004974
"BEIRO, FRANCISCO AV. y CALDERON DE LA BARCA, PEDRO sobre el metrobus",108,6976
"BEIRO, FRANCISCO AV. y CALDERON DE LA BARCA, PEDRO sobre el metrobus",85,6976
MENDEZ DE ANDES 520,181,1003712
MENDEZ DE ANDES 520,84,1003712
BELGRANO AV. 1110,98,1001854
"BELGRANO AV. y SAENZ PEÑA, LUIS, PRES. sobre el metrobus",60,7057
"BELGRANO AV. y SAENZ PEÑA, LUIS, PRES. sobre el metrobus",86,7057
PASEO COLON AV. y REPUBLICA BOLIVARIANA DE VENEZUELA sobre el metrobus,195,7065
BOEDO 197,165,1001522
BOEDO 197,180,1001522
"ARTIGAS, JOSE GERVASIO, GRAL. y JUSTO, JUAN B. AV. sobre el metrobus",166,20279
"ARTIGAS, JOSE GERVASIO, GRAL. y JUSTO, JUAN B. AV. sobre el metrobus",34,20279
BELGRANO AV. y RINCON sobre el metrobus,86,7139
COMBATE DE LOS POZOS 441,151,1001147
COMBATE DE LOS POZOS 441,90,1001147
PASEO COLON AV. 591,33,1000582
PASEO COLON AV. 591,64,1000582
PASEO COLON AV. 591,93,1000582
PASEO COLON AV. 591,159,1000583
"HUERGO, ING. AV. y MEXICO sobre el metrobus",20,7215
BELGRANO AV. y CATAMARCA sobre el metrobus,41,7241
BELGRANO AV. y CATAMARCA sobre el metrobus,88,7241
RIVADAVIA AV. 4485,5,1001246
RIVADAVIA AV. 4485,8,1001246
RIVADAVIA AV. 4485,86,1001246
ESTADO PLURINACIONAL DE BOLIVIA 1448,113,1004098
ACOYTE AV. 275,181,1003310
ACOYTE AV. 275,84,1003310
REPUBLICA BOLIVARIANA DE VENEZUELA 1993,84,1001233
REPUBLICA BOLIVARIANA DE VENEZUELA 1993,98,1001233
MENDEZ DE ANDES 852,181,1003714
MENDEZ DE ANDES 852,84,1003714
PASEO COLON AV. 650,33,1000619
PASEO COLON AV. 650,152,1000620
PASEO COLON AV. 650,62,1000620
PASEO COLON AV. 650,143,1000621
PASEO COLON AV. 650,159,1000621
PASEO COLON AV. 650,64,1000622
PASEO COLON AV. 650,74,1000622
SOLIS 559,168,1001634
SOLIS 559,50,1001634
GAONA AV. 2659,124,1002317
GAONA AV. 2659,84,1002317
BELGRANO AV. 3338,103,1001308
BELGRANO AV. 3338,2,1001308
"EYLE, PETRONA y MOREAU DE JUSTO, ALICIA AV. sobre el metrobus",152,7364
"EYLE, PETRONA y MOREAU DE JUSTO, ALICIA AV. sobre el metrobus",64,7364
NEUQUEN 1510,124,1003699
NEUQUEN 1510,99,1003699
BELGRANO 4022,26,1001315
"ACOYTE y ARAOZ ALFARO, GREGORIO, DR sobre el metrobus",42,14842
BAHIA BLANCA 1995,53,1005195
REPUBLICA BOLIVARIANA DE VENEZUELA 2989,84,1001293
REPUBLICA BOLIVARIANA DE VENEZUELA 2989,98,1001293
"JUSTO, JUAN B. AV. y LOS PIRINEOS sobre el metrobus",166,7555
"JUSTO, JUAN B. AV. y LOS PIRINEOS sobre el metrobus",34,7555
BAIGORRIA 4993,109,1004467
BAIGORRIA 4993,124,1004467
BAIGORRIA 4993,47,1004467
GAONA AV. nan,124,1002326
GAONA AV. nan,181,1002326
RIVADAVIA AV. 4817,88,1003563
RIVADAVIA AV. 4817,132,1003564
RIVADAVIA AV. 4817,26,1003564
RIVADAVIA AV. 4817,2,1003565
RIVADAVIA AV. 4817,5,1003565
RIVADAVIA AV. 4817,5,1003566
RIVADAVIA AV. 4817,8,1003566
RIVADAVIA AV. 4817,85,1003566
RIVADAVIA AV. 4817,86,1003566
CHILE y COMBATE DE LOS POZOS sobre el metrobus,23,7578
AGRELO y LA RIOJA sobre el metrobus,88,7659
MUÑIZ 336,8,1001443
MUÑIZ 336,86,1001443
PERU 828,24,1001830
SEGUROLA AV. 2012,114,1004938
SEGUROLA AV. 2012,85,1004938
INDEPENDENCIA AV. 1789,23,1001617
INDEPENDENCIA AV. 1789,96,1001617
"JUSTO, JUAN B. AV. y NAZCA AV. sobre el metrobus",166,20278
"JUSTO, JUAN B. AV. y NAZCA AV. sobre el metrobus",34,20278
REPUBLICA BOLIVARIANA DE VENEZUELA 4314,84,1001457
AGRELO 3361,84,1001374
BOEDO AV. 475,160,1001525
AGRELO 3595,84,1001372
ESTADOS UNIDOS y LIMA sobre el metrobus,53,7827
PASEO COLON AV. 995,61,1000587
PASEO COLON AV. 995,74,1000587
PASEO COLON AV. 995,143,1000588
PASEO COLON AV. 995,8,1000588
PASEO COLON AV. 995,86,1000588
ENTRE RIOS AV. y ESTADOS UNIDOS sobre el metrobus,8,7903
ENTRE RIOS AV. y ESTADOS UNIDOS sobre el metrobus,96,7903
ROSARIO 436,2,1003133
ROSARIO 436,5,1003133
ROSARIO 436,85,1003133
ROSARIO 470,103,1003131
ROSARIO 470,8,1003131
ROSARIO 470,86,1003131
RIVADAVIA AV. 5257,141,1003607
RIVADAVIA AV. 5257,8,1003607
RIVADAVIA AV. 5257,86,1003607
ESTADOS UNIDOS 2304,23,1003013
"CALVO, CARLOS y SANTIAGO DEL ESTERO sobre el metrobus",39,8002
"URQUIZA, GRAL. 781",32,1002936
"URQUIZA, GRAL. 781",41,1002936
"URQUIZA, GRAL. 781",56,1002936
"URQUIZA, GRAL. 781",75,1002936
ROSARIO 610,25,1003128
ROSARIO 610,88,1003128
ENTRE RIOS AV. 1012,50,1002428
ENTRE RIOS AV. 1024,6,1002432
DEAN FUNES y ESTADOS UNIDOS sobre el metrobus,101,8101
HUMBERTO 1° y PASEO COLON AV. sobre el metrobus,152,8107
HUMBERTO 1° y PASEO COLON AV. sobre el metrobus,159,8107
HUMBERTO 1° y PASEO COLON AV. sobre el metrobus,195,8107
RIVADAVIA AV. 5423,104,1003287
RIVADAVIA AV. 5423,55,1003287
ESPAÑA AV. sobre el metrobus,2,173
"MORENO, JOSE MARIA AV. 218",135,1003298
"MORENO, JOSE MARIA AV. 218",42,1003298
AVELLANEDA AV. y MORELOS sobre el metrobus,172,8135
"ALBERTI y CALVO, CARLOS sobre el metrobus",56,8159
MAZA 804,115,1001587
COLOMBRES 708,127,1001513
COLOMBRES 708,160,1001513
"PAZ, GRAL. AV. sobre el metrobus",21,15969
"PAZ, GRAL. AV. sobre el metrobus",28,15969
"PAZ, GRAL. AV. sobre el metrobus",53,15969
"MARMOL, JOSE 695",181,1004303
ENTRE RIOS AV. y HUMBERTO 1° sobre el metrobus,8,8237
ENTRE RIOS AV. y HUMBERTO 1° sobre el metrobus,96,8237
"GONZALEZ, JOAQUIN V. 1204",53,1004031
BOEDO AV. 783,7,1001532
BOEDO AV. 783,88,1001532
ENTRE RIOS AV. 1170,150,1002444
ENTRE RIOS AV. 1170,37,1002444
HUMBERTO 1º 2667,188,1003007
HUMBERTO 1º 2667,53,1003007
HUMBERTO 1º 2667,61,1003007
PAREJA ALFEREZ FRANCISCO 2221,4,1006949
LA PLATA AV. 624,112,1001319
LA PLATA AV. 624,65,1001319
HUMBERTO 1º 2791,126,1003006
HUMBERTO 1º 2791,53,1003006
AVELLANEDA AV. 2018,172,1002263
AVELLANEDA AV. 2018,92,1002263
ENTRE RIOS AV. y SAN JUAN AV. sobre el metrobus,129,8401
BAHIA BLANCA 1191,53,1005192
PASCO y SAN JUAN AV. sobre el metrobus,129,8451
HUMBERTO 1° y LA RIOJA sobre el metrobus,126,8476
HUMBERTO 1° y LA RIOJA sobre el metrobus,53,8476
"MITRE, EMILIO 116",180,1003077
"MITRE, EMILIO 116",26,1003077
CONCORDIA y GAONA AV. sobre el metrobus,106,8492
"MORENO, JOSE MARIA AV. 424",135,1003297
"MORENO, JOSE MARIA AV. 424",42,1003297
JUJUY AV. y SAN JUAN AV. sobre el metrobus,129,8554
JUJUY AV. y SAN JUAN AV. sobre el metrobus,8,8554
AUTOPISTA 25 DE MAYO y SARANDI sobre el metrobus,53,8560
AUTOPISTA 25 DE MAYO y SARANDI sobre el metrobus,96,8560
SEGUROLA AV. 1312,85,1004961
"GARAY, JUAN DE AV. y HUERGO, ING. AV. sobre el metrobus",129,8603
ESPAÑA AV. 3251,2,1006951
ESPAÑA AV. 3251,2,1006953
"GARAY, JUAN DE AV. 475",143,1002825
"GARAY, JUAN DE AV. 475",53,1002825
BAIGORRIA 5793,109,1004550
BAIGORRIA 5793,47,1004550
"BOLIVAR y GARAY, JUAN DE AV. sobre el metrobus",22,8650
"BOLIVAR y GARAY, JUAN DE AV. sobre el metrobus",28,8650
COCHABAMBA y PICHINCHA sobre el metrobus,188,8669
"ALVAREZ, DONATO, TTE. GRAL. y YERBAL sobre el metrobus",76,8666
"GARAY, JUAN DE AV. nan",4,1002832
SALTA nan,60,1002799
SALTA nan,98,1002799
SANTIAGO DEL ESTERO 1395,39,1002794
SANTIAGO DEL ESTERO 1395,60,1002794
"MORENO, JOSE MARIA AV. nan",180,1003026
"MORENO, JOSE MARIA AV. nan",25,1003026
CONSTITUCION 1295,102,1002795
CONSTITUCION 1295,12,1002795
CONSTITUCION 1295,53,1002795
ENTRE RIOS AV. 1358,151,1002467
ENTRE RIOS AV. 1358,90,1002467
"CALVO, CARLOS AV. 4195",53,1001472
"CALVO, CARLOS AV. 4195",7,1001472
HORTIGUERA 215,103,1003176
RIVADAVIA AV. 6114,2,1003258
RIVADAVIA AV. 6114,8,1003258
RIVADAVIA AV. 6114,86,1003258
"CHIVILCOY y JUSTO, JUAN B. AV. sobre el metrobus",166,20276
"CHIVILCOY y JUSTO, JUAN B. AV. sobre el metrobus",34,20276
IRIGOYEN 1695,108,1004799
IRIGOYEN 1695,47,1004799
RIVADAVIA AV. 6185,36,1003252
RIVADAVIA AV. 6185,49,1003252
RIVADAVIA AV. 6185,5,1003252
RIVADAVIA AV. 6179,132,1003324
RIVADAVIA AV. 6179,25,1003324
RIVADAVIA AV. 6179,85,1003324
"ALVAREZ, DONATO, TTE. GRAL. y RIVADAVIA AV. sobre el metrobus",136,8834
"ALVAREZ, DONATO, TTE. GRAL. y RIVADAVIA AV. sobre el metrobus",163,8834
"ALVAREZ, DONATO, TTE. GRAL. y RIVADAVIA AV. sobre el metrobus",76,8834
CAMARONES 4910,25,1004956
CAMARONES 4910,47,1004956
"GOYENA, PEDRO AV. 653",88,1003041
LIMA OESTE 1516,51,1007137
"ARANGUREN, JUAN F., DR. 3395",25,1005682
PAVON 2138,4,1002930
PAVON 2138,62,1002930
RIVADAVIA AV. 6451,2,1002206
RIVADAVIA AV. 6451,5,1002206
RIVADAVIA AV. 6451,76,1002206
RIVADAVIA AV. 6451,8,1002206
RIVADAVIA AV. 6451,86,1002206
LIMA OESTE 1571,79,1007135
"GARAY, JUAN DE AV. y SALTA sobre el metrobus",12,9023
"GARAY, JUAN DE AV. 1419",129,1002609
"GARAY, JUAN DE AV. 1419",95,1002609
HORTIGUERA 395,103,1003071
"NOGOYA y PAZ, GRAL. AV. sobre el metrobus",117,9205
"NOGOYA y PAZ, GRAL. AV. sobre el metrobus",47,9205
"GARAY, JUAN DE AV. 1408",12,1002615
"PAZ, GRAL. AV. sobre el metrobus",21,15971
"PAZ, GRAL. AV. sobre el metrobus",28,15971
"PAZ, GRAL. AV. sobre el metrobus",53,15971
"ENTRE RIOS AV. y GARAY, JUAN DE AV. sobre el metrobus",50,9066
LIMA ESTE nan,60,1007031
"PAZ, GRAL. AV. sobre el metrobus",117,15914
"PAZ, GRAL. AV. sobre el metrobus",161,15914
"PAZ, GRAL. AV. sobre el metrobus",28,15914
"PAZ, GRAL. AV. sobre el metrobus",47,15914
"PAZ, GRAL. AV. sobre el metrobus",53,15914
"PAZ, GRAL. AV. sobre el metrobus",80,15914
GAONA AV. 4779,172,1005234
GAONA AV. 4779,181,1005234
GAONA AV. 4779,99,1005234
"ARANGUREN, JUAN F., DR. 3695",99,1005183
"GARCIA, MARTIN AV. nan",168,1005293
"GARCIA, MARTIN AV. nan",53,1005293
CIUDADELA nan,100,1007044
CIUDADELA nan,45,1007044
CIUDADELA nan,59,1007044
RIVADAVIA AV. 6658,49,1002224
RIVADAVIA AV. 6658,53,1002224
RIVADAVIA AV. 6658,96,1002224
BRASIL 1154,67,1006887
BRASIL 1154,96,1006887
"ACHAVAL y GOYENA, PEDRO AV. sobre el metrobus",126,9176
"ACHAVAL y GOYENA, PEDRO AV. sobre el metrobus",88,9176
DIRECTORIO AV. 510,180,1003054
DIRECTORIO AV. 510,56,1003054
RIVADAVIA AV. 6734,2,1002226
RIVADAVIA AV. 6736,2,1002227
RIVADAVIA AV. 6736,76,1002227
RIVADAVIA AV. 6736,8,1002227
RIVADAVIA AV. 6736,86,1002227
FRAY CAYETANO RODRIGUEZ 6,134,1002155
"MITRE, EMILIO nan",134,1003073
"MITRE, EMILIO nan",26,1003073
"GARCIA, MARTIN AV. 288",29,1005290
"GARCIA, MARTIN AV. 288",53,1005290
"GARCIA, MARTIN AV. 288",168,1005291
"GARCIA, MARTIN AV. 288",74,1005291
"GARCIA, MARTIN AV. 288",93,1005291
ALVAREZ JONTE AV. 5795,106,1004823
MALVINAS ARGENTINAS 306,44,1003064
"GARAY, JUAN DE AV. y MATHEU sobre el metrobus",143,9243
"GARAY, JUAN DE AV. y MATHEU sobre el metrobus",188,9243
"GARAY, JUAN DE AV. y MATHEU sobre el metrobus",4,9243
"GARAY, JUAN DE AV. y MATHEU sobre el metrobus",61,9243
SALTA 1760,45,1006878
SALTA 1760,96,1006878
RIVADAVIA AV. nan,92,1002724
RIVADAVIA AV. nan,132,1002231
LA PLATA AV. 1197,65,1001175
LA PLATA AV. 1197,7,1001175
"ARANGUREN, JUAN F., DR. y SEGUROLA AV. sobre el metrobus",172,9362
RIVADAVIA AV. 7079,136,1002164
RIVADAVIA AV. 7079,163,1002164
RIVADAVIA AV. 7055,8,1002695
RIVADAVIA AV. 7055,86,1002695
CARRASCO AV. 724,107,1004964
MORON 4410,181,1005236
LA PLATA AV. 1230,65,1001225
LA PLATA AV. 1230,85,1001225
LOPE DE VEGA AV. 975,181,1004856
BRASIL y PICHINCHA AV. sobre el metrobus,143,20361
BRASIL y PICHINCHA AV. sobre el metrobus,6,20361
BRASIL y PICHINCHA AV. sobre el metrobus,61,20361
BRASIL y PICHINCHA AV. sobre el metrobus,97,20361
PAVON AV. 3634,134,1001353
PAVON AV. 3634,4,1001353
RIVADAVIA AV. 7339,2,1002194
RIVADAVIA AV. 7349,96,1002692
BOEDO AV. 1443,165,1001541
BOEDO AV. 1451,115,1001542
BOEDO AV. 1451,75,1001542
CAMARONES 5404,47,1004852
COMBATE DE LOS POZOS 1889,133,1004457
COMBATE DE LOS POZOS 1889,150,1004457
COMBATE DE LOS POZOS 1889,50,1004457
LA PLATA AV. 1351,112,1001179
LA PLATA AV. 1351,85,1001179
PAVON AV. 4195,4,1001349
SAN PEDRITO AV. 26,63,1002663
SAN PEDRITO AV. 12,76,1002664
GALENO y LOPE DE VEGA AV. sobre el metrobus,181,14949
"MITRE, EMILIO 812",134,1003172
"MITRE, EMILIO 812",26,1003172
MAZA 1724,115,1001569
PAVON AV. 4388,4,1001357
"HORNOS, GRAL. 298",129,1005111
"HORNOS, GRAL. 298",148,1005111
CARABOBO AV. 406,132,1002495
CARABOBO AV. 406,133,1002495
DEAN FUNES y SALCEDO sobre el metrobus,143,9707
ASAMBLEA AV. 206,134,1003528
